,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
19045,Maruti,8,63000,Individual,Petrol,Manual,18.6,1197,85.8,5,428000
19046,Ford,6,53000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,625000
19047,Honda,7,45000,Dealer,Petrol,Manual,17.8,1497,117.3,5,690000
19048,Hyundai,9,70000,Individual,Diesel,Manual,22.32,1582,126.32,5,600000
19049,Mercedes-Benz,7,35000,Dealer,Diesel,Automatic,11.78,2143,167.62,5,1795000
19050,Maruti,3,13000,Individual,Petrol,Manual,23.1,998,67.04,5,415000
19051,Hyundai,10,42000,Dealer,Petrol,Automatic,15,1396,100,5,485000
19053,Mahindra,15,132087,Individual,Diesel,Manual,10.5,2179,120,7,396000
19055,Honda,6,15500,Individual,Petrol,Manual,17.4,1497,117.3,5,830000
19056,Honda,5,30412,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
19057,Honda,12,79000,Dealer,Petrol,Manual,13.5,1799,130,5,275000
19058,Honda,6,67000,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
19059,Hyundai,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,520000
19060,Audi,9,80000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1100000
19061,Hyundai,13,120000,Individual,Petrol,Manual,19.81,1086,68.05,5,105000
19062,Hyundai,10,66381,Dealer,Petrol,Manual,20.36,1197,78.9,5,270000
19063,Volkswagen,8,37000,Dealer,Petrol,Manual,16.47,1198,73.9,5,361000
19064,Maruti,3,10900,Individual,Petrol,Automatic,19.12,1373,91.1,5,920000
19067,Hyundai,11,110000,Individual,Diesel,Manual,23,1396,90,5,225000
19068,Toyota,4,43458,Dealer,Diesel,Manual,12.99,2494,100,8,1670000
19071,Maruti,13,80000,Individual,Petrol,Manual,18.9,998,67.1,5,150000
19072,Toyota,3,38000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1991000
19073,Ford,10,75000,Dealer,Diesel,Manual,18.5,1399,68,5,230000
19074,Hyundai,5,35000,Individual,Petrol,Manual,18.9,1197,82,5,465000
19075,Maruti,4,26765,Dealer,Petrol,Manual,20.73,1373,91.1,5,747000
19076,Volkswagen,2,62000,Individual,Petrol,Manual,16.09,1598,103.2,5,780000
19077,Hyundai,2,30000,Individual,Petrol,Manual,18.6,1197,81.86,5,590000
19078,Honda,4,53000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,575000
19080,Maruti,2,16000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
19082,Mahindra,11,120000,Individual,Diesel,Automatic,11.79,2179,120,8,515000
19083,Hyundai,9,63872,Dealer,Petrol,Manual,18.5,1197,80,5,350000
19084,Renault,8,51399,Dealer,Diesel,Manual,19.01,1461,108.45,5,749000
19085,Maruti,5,46000,Dealer,Diesel,Manual,23.4,1248,74,5,715000
19087,Maruti,3,7377,Dealer,Petrol,Automatic,23.95,998,67.1,5,399000
19089,Mahindra,4,105679,Individual,Diesel,Manual,15.4,2523,75,7,900000
19091,BMW,5,33000,Dealer,Diesel,Automatic,21.76,1995,188,5,2550000
19092,Maruti,3,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,815000
19094,Maruti,5,63581,Dealer,Petrol,Manual,20.85,1197,83.14,5,570000
19095,Maruti,2,14000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,875000
19096,Maruti,7,12000,Dealer,Diesel,Manual,28.4,1248,74,5,595000
19098,Renault,4,12500,Dealer,Petrol,Automatic,24.04,999,67,5,445000
19099,Renault,3,28000,Individual,Petrol,Manual,23.01,999,67,5,420000
19102,Honda,9,70000,Individual,Petrol,Manual,16.8,1497,116.3,5,625000
19103,Renault,5,80000,Individual,Diesel,Manual,19.87,1461,83.8,5,935000
19104,Skoda,6,49000,Dealer,Diesel,Manual,21.14,1498,103.52,5,550000
19105,Tata,5,27000,Dealer,Petrol,Manual,23.84,1199,84.48,5,385000
19106,Hyundai,10,53541,Dealer,Petrol,Manual,18.5,1197,80,5,425000
19107,Hyundai,9,32000,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
19109,Hyundai,7,61950,Dealer,Diesel,Manual,22.32,1582,126.32,5,550000
19110,Hyundai,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,465000
19111,Honda,8,30000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,460000
19114,Maruti,13,108000,Individual,LPG,Manual,17.3,1061,57.5,5,175000
19115,Maruti,5,24000,Individual,Petrol,Manual,20.85,1197,83.14,5,520000
19116,Maruti,6,57250,Dealer,Petrol,Manual,20.85,1197,83.14,5,415000
19117,Maruti,5,27000,Dealer,Diesel,Manual,24.3,1248,88.5,5,875000
19118,Maruti,3,47000,Dealer,Petrol,Automatic,21.63,998,67.05,5,525000
19119,Maruti,5,10000,Individual,Petrol,Manual,17.5,1373,91.1,7,750000
19120,Jeep,2,32280,Dealer,Diesel,Manual,17.1,1956,170.63,5,1875000
19121,Maruti,4,18263,Dealer,Petrol,Manual,21.4,1197,83.1,5,567000
19124,Maruti,7,130000,Individual,Diesel,Manual,25.2,1248,74,5,500000
19126,Volkswagen,9,67000,Dealer,Diesel,Manual,22.07,1199,73.9,5,465000
19128,Mahindra,6,64000,Dealer,Diesel,Manual,16,1997,140,7,945000
19129,Honda,3,10000,Individual,Petrol,Automatic,19,1199,88.76,5,725000
19130,Mahindra,12,97000,Individual,Diesel,Manual,13.6,2523,63,7,198000
19131,Hyundai,2,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000
19132,Ford,10,69000,Dealer,Petrol,Manual,15.6,1196,70,5,235000
19133,Hyundai,9,50000,Dealer,Diesel,Manual,22.32,1582,126.3,5,565000
19134,Maruti,5,120000,Individual,Petrol,Manual,20.4,1197,81.8,5,500000
19135,Honda,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,265000
19136,Maruti,8,76221,Dealer,CNG,Manual,26.2,998,58.2,5,315000
19139,Mahindra,7,30000,Individual,Diesel,Manual,15.96,2523,62.1,7,575000
19140,Mahindra,10,120000,Individual,Diesel,Manual,12.05,2179,120,8,480000
19141,Ford,6,40000,Dealer,Petrol,Manual,18.88,999,123.37,5,635000
19142,Hyundai,9,35000,Dealer,Petrol,Automatic,19.2,1197,80,5,350000
19143,Toyota,4,34000,Dealer,Diesel,Automatic,15.04,2755,174.5,7,3200000
19145,Maruti,14,75000,Dealer,Petrol,Manual,16.1,1298,88.2,5,165000
19147,Honda,6,59962,Dealer,Petrol,Manual,18,1198,86.7,5,389000
19149,Ford,4,50000,Individual,Diesel,Automatic,10.91,3198,197,7,2750000
19150,Maruti,3,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000
19152,Hyundai,7,34400,Dealer,Petrol,Manual,18.9,1197,82,5,495000
19153,Maruti,5,35000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
19156,Hyundai,4,24000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1055000
19157,Tata,4,36812,Dealer,Diesel,Manual,27.28,1047,69,5,545000
19158,Maruti,3,33000,Dealer,Petrol,Manual,22,1197,81.8,5,650000
19159,Honda,6,64000,Individual,Petrol,Manual,18.7,1199,88.7,5,570000
19160,Volkswagen,5,80000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,615000
19161,Hyundai,4,45000,Dealer,Diesel,Manual,24,1120,70,5,525000
19162,Maruti,4,54114,Dealer,Diesel,Manual,28.4,1248,74,5,596000
19163,Maruti,4,55000,Dealer,Diesel,Manual,26.21,1248,88.5,5,715000
19164,Maruti,4,42000,Individual,Diesel,Manual,27.39,1248,74,5,700000
19167,Maruti,6,90000,Individual,Diesel,Manual,26.59,1248,74,5,650000
19169,Maruti,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000
19171,Honda,12,87000,Dealer,Petrol,Manual,16,1198,90,5,335000
19172,Skoda,8,90000,Dealer,Diesel,Manual,20.5,1598,103.5,5,400000
19173,BMW,11,79000,Dealer,Diesel,Automatic,16.73,1995,218,5,1750000
19174,Maruti,5,47000,Individual,Diesel,Manual,24.3,1248,88.5,5,870000
19175,Toyota,6,56212,Dealer,Diesel,Manual,12.99,2494,100,7,1200000
19177,Renault,8,90000,Individual,Diesel,Manual,19.01,1461,108.45,5,360000
19178,Volkswagen,10,68000,Dealer,Diesel,Manual,20.54,1598,103.6,5,335000
19179,Honda,11,68000,Dealer,Petrol,Manual,17,1497,118,5,315000
19180,Honda,3,30000,Individual,Petrol,Manual,18.7,1199,88.7,5,650000
19181,Toyota,8,200000,Individual,Diesel,Manual,12.99,2494,100.6,7,750000
19182,Mercedes-Benz,4,70000,Dealer,Diesel,Automatic,14.94,2143,204,5,2700000
19184,Honda,3,10000,Individual,Petrol,Automatic,18,1497,117.6,5,1150000
19185,Maruti,3,15000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
19186,Ford,10,56000,Dealer,Petrol,Manual,15.6,1196,70.02,5,364000
19187,Maruti,5,29330,Dealer,Petrol,Automatic,23.1,998,67.04,5,451000
19188,Maruti,6,45000,Dealer,Diesel,Manual,28.09,1248,88.5,5,536000
19189,Jeep,2,32000,Dealer,Petrol,Automatic,9.5,3604,280,5,5600000
19190,Maruti,4,32000,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000
19191,Maruti,4,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
19192,Ford,8,63000,Dealer,Diesel,Manual,20,1399,68.05,5,345000
19193,Maruti,3,5000,Individual,Petrol,Automatic,20.89,1197,81.8,5,570000
19194,Maruti,6,75000,Dealer,Diesel,Manual,25.2,1248,74,5,400000
19195,Maruti,6,70000,Individual,Petrol,Manual,20.85,1197,83.14,5,590000
19196,Maruti,8,50000,Individual,Petrol,Manual,22.74,796,47.3,5,280000
19197,Maruti,9,15000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
19198,Hyundai,3,28000,Individual,Diesel,Manual,22,1582,126.2,5,1250000
19199,Hyundai,4,40000,Individual,Diesel,Manual,19.67,1582,126.2,5,1250000
19200,Volkswagen,4,80000,Individual,Diesel,Manual,20.64,1498,108.49,5,900000
19201,Mahindra,6,42561,Dealer,Diesel,Manual,16,2179,140,7,975000
19203,Maruti,5,70666,Dealer,Petrol,Manual,20.85,1197,83.14,5,630000
19205,Hyundai,3,18000,Individual,Petrol,Manual,15.8,1591,121.3,5,1150000
19206,Tata,3,43000,Dealer,Diesel,Manual,21.5,1497,108.5,5,895000
19207,Datsun,5,11169,Dealer,Petrol,Manual,22.7,799,53.64,5,250000
19208,Ford,4,93456,Dealer,Diesel,Manual,22.77,1498,98.59,5,825000
19209,Mahindra,6,90000,Individual,Diesel,Manual,15.1,2179,140,7,800000
19210,Renault,4,15335,Dealer,Petrol,Manual,23.01,999,67,5,380000
19211,Hyundai,4,40000,Individual,Diesel,Manual,21.38,1396,88.7,5,900000
19212,Maruti,4,55000,Individual,Petrol,Manual,15.37,1196,73,5,345000
19213,Hyundai,6,68486,Dealer,Petrol,Automatic,14.5,1797,147.5,5,760000
19214,Renault,4,25000,Dealer,Petrol,Manual,23.01,999,67,5,390000
19215,Toyota,13,176905,Dealer,Diesel,Manual,12.99,2494,100.6,7,510000
19216,Honda,11,120000,Dealer,Petrol,Manual,11.1,2354,158.8,5,395000
19219,Hyundai,8,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,400000
19221,Hyundai,10,64000,Dealer,Petrol,Manual,17.92,1086,62.1,5,275000
19222,Skoda,4,123000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,749000
19223,Ford,1,90000,Individual,Diesel,Manual,21.7,1498,98.96,5,525000
19224,Hyundai,8,71719,Dealer,Petrol,Manual,18.9,1197,82,5,230000
19225,Hyundai,10,32241,Dealer,Diesel,Manual,21.9,1396,90,5,465000
19228,Honda,8,35000,Dealer,Petrol,Manual,18,1198,86.7,5,525000
19229,Tata,15,70000,Individual,Diesel,Manual,13.93,2956,138.1,7,300000
19230,Hyundai,5,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,580000
19231,Maruti,6,70000,Dealer,Diesel,Manual,28.4,1248,74.02,5,590000
19232,Mahindra,7,90000,Individual,Diesel,Manual,13.5,2179,115,5,650000
19234,Maruti,5,20012,Dealer,Petrol,Manual,21.79,998,67.05,5,400000
19235,Tata,6,65000,Dealer,Diesel,Manual,14,2179,138.1,7,775000
19236,Honda,3,72000,Dealer,Petrol,Manual,18.7,1199,88.7,5,540000
19237,Honda,4,25000,Dealer,Petrol,Automatic,18,1497,117.6,5,985000
19238,Audi,4,25829,Dealer,Diesel,Automatic,18.25,1968,187.74,5,3250000
19239,Maruti,4,15000,Dealer,Petrol,Automatic,21.63,998,67.05,5,540000
19240,BMW,4,40000,Individual,Diesel,Automatic,18.56,1995,190,5,3750000
19241,Skoda,8,75000,Dealer,Petrol,Manual,13.14,1798,157.8,5,499000
19242,Maruti,10,22813,Dealer,Diesel,Manual,22.9,1248,74,5,450000
19243,Maruti,5,50000,Individual,Petrol,Automatic,21.4,1197,83.1,5,650000
19246,Mahindra,4,25000,Dealer,Diesel,Manual,16,2179,140,7,1500000
19247,Hyundai,11,64000,Dealer,Petrol,Manual,18.5,1197,80,5,375000
19248,Mahindra,6,35000,Individual,Diesel,Manual,15.1,2179,140,7,1080000
19249,Maruti,1,7400,Dealer,CNG,Manual,26.08,1462,91.19,7,950000
19250,Mahindra,2,30000,Individual,Petrol,Manual,17,1197,108.6,5,900000
19251,Hyundai,5,120000,Individual,Diesel,Automatic,16.38,1995,182.46,5,1680000
19253,Honda,13,130000,Individual,Petrol,Manual,17.7,1497,78,5,140000
19254,Honda,5,72560,Dealer,Petrol,Manual,17.8,1497,117.3,5,475000
19256,Maruti,10,40000,Individual,Petrol,Manual,18.9,998,67.1,5,350000
19257,Volkswagen,6,39000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,650000
19258,Renault,9,49083,Dealer,Diesel,Manual,20.45,1461,83.8,5,645000
19259,Volkswagen,10,49000,Dealer,Petrol,Manual,16.47,1198,73.9,5,285000
19260,Maruti,5,15000,Individual,Petrol,Automatic,19.12,1373,91.1,5,725000
19261,Audi,3,5333,Dealer,Petrol,Automatic,13.53,1984,177.01,5,4595000
19262,BMW,8,54251,Dealer,Diesel,Automatic,18.88,1995,184,5,1250000
19263,Toyota,9,148400,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1325000
19264,Hyundai,4,16334,Dealer,Petrol,Manual,18.6,1197,81.83,5,725000
19265,Honda,6,67897,Dealer,Diesel,Manual,26,1498,98.6,5,635000
19266,Volkswagen,10,21000,Dealer,Petrol,Manual,16.47,1198,73.9,5,285000
19267,Honda,5,45904,Dealer,Petrol,Automatic,18,1497,117.3,5,875000
19268,Ford,4,49000,Dealer,Diesel,Automatic,10.91,3198,197,7,3050000
19269,Renault,5,39920,Dealer,Petrol,Manual,25.17,799,53.3,5,335000
19270,Honda,4,30000,Individual,Petrol,Manual,17.8,1497,117.3,5,850000
19271,Honda,14,99500,Dealer,Petrol,Automatic,10.1,2354,152,5,355000
19272,Maruti,5,67100,Dealer,Petrol,Manual,22.74,796,47.3,5,275000
19273,Hyundai,6,59000,Dealer,Diesel,Automatic,22.7,1582,126.2,5,875000
19274,Maruti,3,12000,Individual,Petrol,Automatic,22,1197,81.8,5,800000
19275,Maruti,2,5000,Dealer,Petrol,Manual,23.1,998,67.04,5,440000
19277,Maruti,7,70000,Individual,Diesel,Manual,23.4,1248,74,5,575000
19278,Toyota,2,6500,Dealer,Diesel,Manual,13.68,2393,147.8,7,2150000
19279,Maruti,6,140000,Individual,Diesel,Manual,26.59,1248,74,5,560000
19280,Maruti,12,90000,Individual,Petrol,Manual,19.7,796,46.3,5,110000
19281,Maruti,9,70000,Individual,Petrol,Manual,22.74,796,47.3,5,150000
19282,Hyundai,2,80000,Individual,Petrol,Automatic,18.9,1197,81.86,5,510000
19283,Maruti,3,34879,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1090000
19284,Skoda,4,34890,Dealer,Petrol,Manual,13.14,1798,157.8,5,1885000
19285,Hyundai,7,66000,Individual,Diesel,Manual,22.54,1396,88.73,5,600000
19287,Hyundai,11,50000,Individual,Diesel,Manual,16.2,1493,110,5,400000
19288,Maruti,7,59789,Dealer,CNG,Manual,22.8,1373,80.9,7,611000
19289,Volkswagen,6,52000,Individual,Petrol,Manual,15.04,1598,103.2,5,510000
19290,Mahindra,4,5000,Individual,Diesel,Manual,25.32,1198,77,6,550000
19291,Mahindra,5,100000,Individual,Diesel,Manual,16,1997,140,7,925000
19292,Honda,4,22345,Dealer,Petrol,Manual,17.8,1198,86.7,5,580000
19293,Maruti,3,17000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,765000
19294,Hyundai,4,80000,Individual,Diesel,Manual,19.67,1582,126.2,5,1150000
19298,Maruti,4,20564,Dealer,CNG,Manual,26.8,1462,103,7,812000
19299,Mahindra,2,25000,Individual,Diesel,Manual,16.55,2498,105,6,950000
19300,Mercedes-Benz,11,140000,Individual,Diesel,Automatic,11.5,2987,210,5,2200000
19302,Mahindra,2,12551,Dealer,Diesel,Manual,16.55,2498,105,6,1025000
19304,Ford,5,91245,Dealer,Diesel,Manual,25.83,1498,99,5,340000
19306,Maruti,5,74844,Dealer,CNG,Manual,33.54,998,67.04,5,390000
19309,Mahindra,3,50000,Individual,CNG,Manual,18.15,1198,82,6,400000
19310,Hyundai,6,110000,Individual,Diesel,Manual,24,1120,70,5,325000
19311,Maruti,8,80000,Individual,Diesel,Manual,22.9,1248,74,5,350000
19312,Hyundai,9,120000,Individual,Petrol,Manual,17.92,1086,62.1,5,250000
19313,Skoda,3,23247,Dealer,Diesel,Automatic,18.19,1968,174.5,5,2800000
19314,Hyundai,4,32000,Individual,Petrol,Manual,18.9,1197,81.86,5,530000
19315,Maruti,4,44000,Individual,Petrol,Manual,23.1,998,67.04,5,410000
19317,Honda,6,57530,Dealer,Petrol,Automatic,18,1497,117.3,5,725000
19318,Toyota,4,101564,Dealer,Petrol,Manual,11.25,2694,163.7,7,1225000
19319,Hyundai,3,25000,Individual,Petrol,Manual,17.19,1197,81.86,5,690000
19320,Honda,7,110000,Individual,Diesel,Manual,26,1498,98.6,5,500000
19321,Hyundai,3,60000,Individual,Diesel,Automatic,22,1582,126.2,5,1100000
19322,Maruti,8,45529,Dealer,Petrol,Manual,19.1,1197,85.8,5,425000
19323,Toyota,9,60000,Dealer,Diesel,Manual,12.99,2494,100,8,590000
19324,Maruti,2,19587,Dealer,Petrol,Automatic,22,1197,81.8,5,800000
19325,Honda,14,77000,Dealer,Petrol,Manual,16.9,1497,100,5,300000
19327,BMW,9,78000,Individual,Diesel,Automatic,17.05,1995,184,5,951000
19328,Volkswagen,6,64979,Dealer,Diesel,Manual,20.14,1498,88.8,5,595000
19329,Hyundai,6,60000,Dealer,Diesel,Manual,22.54,1396,88.73,5,560000
19330,Hyundai,12,60000,Individual,Petrol,Manual,17.92,1086,62.1,5,125000
19333,Toyota,9,75000,Dealer,Diesel,Manual,12.99,2494,100,7,840000
19334,Maruti,4,150000,Individual,Petrol,Manual,24.7,796,47.3,5,320000
19336,Skoda,3,55000,Dealer,Diesel,Manual,21.14,1498,103.52,5,890000
19337,Honda,6,60000,Dealer,Diesel,Manual,27.3,1498,98.6,5,695000
19338,Mercedes-Benz,3,15000,Dealer,Diesel,Automatic,11,2987,258,7,8000000
19339,Hyundai,7,106000,Dealer,Petrol,Manual,17.01,1591,121.3,5,675000
19340,Hyundai,3,25000,Dealer,Diesel,Manual,22.54,1396,88.76,5,750000
19341,Audi,7,33000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1775000
19343,Maruti,12,44000,Dealer,Petrol,Manual,23.26,1197,88.5,5,265000
19344,Jeep,3,60000,Dealer,Diesel,Manual,17.1,1956,170,5,1745000
19345,Skoda,9,74000,Dealer,Diesel,Manual,20.5,1598,103.5,5,351000
19346,Volkswagen,7,18520,Dealer,Petrol,Manual,16.2,1199,74,5,465000
19348,Hyundai,5,110000,Individual,Diesel,Manual,21.38,1396,88.7,5,850000
19349,Audi,8,58000,Dealer,Diesel,Automatic,15.2,1968,140.8,5,1350000
19350,Ford,8,120000,Individual,Diesel,Manual,22.77,1498,98.59,5,675000
19351,Maruti,9,84000,Dealer,Petrol,Manual,18.6,1197,85.8,5,385000
19354,Toyota,9,121000,Dealer,Diesel,Manual,12.8,2494,102,8,750000
19355,Tata,3,18000,Dealer,Petrol,Automatic,23.84,1199,83.83,5,520000
19356,Renault,4,20000,Individual,Petrol,Automatic,24.04,999,67,5,375000
19357,Maruti,3,47000,Individual,Petrol,Automatic,19.12,1373,91.1,5,760000
19358,Renault,2,13000,Dealer,Petrol,Manual,23.01,999,67,5,445000
19359,Hyundai,5,45898,Dealer,Petrol,Manual,18.9,1197,82,5,575000
19360,Hyundai,4,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
19361,Skoda,7,61000,Dealer,Diesel,Manual,20.5,1598,103.5,5,475000
19363,Maruti,10,48000,Dealer,Petrol,Manual,23.26,1197,88.5,5,266000
19364,Volkswagen,5,40000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,565000
19365,Maruti,3,19000,Dealer,Petrol,Manual,22,1197,81.8,5,582000
19366,Maruti,4,68000,Dealer,Diesel,Manual,24.3,1248,88.5,5,975000
19367,Renault,2,18000,Dealer,Petrol,Manual,23.01,999,67,5,470000
19368,Maruti,6,25000,Individual,Petrol,Manual,23.95,998,67.05,5,360000
19369,Maruti,6,31200,Individual,Petrol,Manual,20.4,1197,81.8,5,400000
19370,Honda,4,39744,Dealer,Petrol,Automatic,17.4,1497,117.6,5,950000
19373,Ford,2,14000,Dealer,Diesel,Manual,23,1498,98.96,5,1240000
19375,Maruti,2,17000,Dealer,Petrol,Manual,15.37,1196,73,5,465000
19377,Maruti,13,110000,Individual,Petrol,Manual,18.9,1061,67,5,120000
19378,Tata,7,151048,Dealer,Diesel,Manual,14,2179,138.1,7,775000
19379,Maruti,5,35000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,750000
19380,Toyota,6,270000,Individual,Diesel,Manual,12.99,2494,100.6,7,1300000
19381,Hyundai,5,19000,Dealer,Petrol,Manual,18.9,1197,82,5,465000
19382,Hyundai,3,18000,Individual,Petrol,Manual,18.9,1197,81.86,5,515000
19384,BMW,2,4000,Dealer,Diesel,Automatic,18.12,1995,190,5,5295000
19385,Mercedes-Benz,10,50000,Dealer,Diesel,Automatic,14.21,2143,203,5,1450000
19387,Hyundai,11,99250,Individual,Petrol,Manual,17,1197,80,5,325000
19388,Honda,6,63595,Dealer,Diesel,Manual,26,1498,98.6,5,440000
19389,Mahindra,6,45737,Dealer,Diesel,Manual,16,2179,140,7,1280000
19390,Tata,3,18000,Individual,Diesel,Automatic,21.5,1497,108.5,5,1030000
19391,Hyundai,6,50000,Dealer,Petrol,Automatic,15,1396,98.6,5,400000
19392,Maruti,4,50000,Individual,Diesel,Manual,28.4,1248,74,5,500000
19393,Ford,6,131100,Individual,Diesel,Manual,22.77,1498,98.59,5,600000
19395,Renault,7,180000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000
19396,Maruti,3,4500,Dealer,Petrol,Manual,20.51,998,67.04,5,480000
19397,BMW,7,43000,Dealer,Diesel,Automatic,18.12,1995,190,5,2325000
19399,Hyundai,13,11400,Dealer,Diesel,Manual,22.32,1582,126.32,5,170000
19400,Hyundai,10,67000,Dealer,Petrol,Manual,19.81,1086,68.05,5,225000
19401,Maruti,2,27200,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1111000
19402,Maruti,8,67000,Individual,LPG,Manual,14.6,998,61.6,5,275000
19403,Honda,7,65000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000
19404,Maruti,7,25000,Individual,Diesel,Manual,20.77,1248,88.76,7,530000
19405,Volkswagen,7,63000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,675000
19407,BMW,3,39000,Dealer,Diesel,Automatic,20.68,1995,188,5,2900000
19408,Hyundai,6,120000,Individual,Diesel,Automatic,19.08,1582,126.2,5,650000
19411,Volkswagen,7,52000,Dealer,Petrol,Automatic,16.93,1197,103.2,5,645000
19412,Maruti,5,30000,Individual,Diesel,Manual,24.52,1248,88.5,7,875000
19413,Maruti,5,75510,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
19416,Mahindra,8,150000,Individual,Diesel,Manual,13.6,2523,63,8,330000
19418,Renault,8,80000,Individual,Diesel,Manual,19.64,1461,108.45,5,367000
19419,Mahindra,2,15000,Individual,Diesel,Manual,15.1,2179,152.87,7,1250000
19421,Renault,4,10000,Individual,Petrol,Manual,25.17,799,53.3,5,280000
19422,Maruti,5,35000,Dealer,Petrol,Manual,22,1197,81.8,5,550000
19423,Maruti,15,60000,Individual,Petrol,Manual,18.9,998,67.1,5,80000
19425,Maruti,7,83521,Dealer,CNG,Manual,32.52,998,58.33,5,335000
19426,Maruti,5,45000,Individual,Diesel,Manual,17.8,1248,75,5,250000
19427,Maruti,9,66000,Dealer,Petrol,Manual,17.5,1298,85.8,5,425000
19428,Audi,5,27000,Dealer,Petrol,Automatic,15.26,1798,187.74,5,3000000
19429,Hyundai,8,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,360000
19432,Maruti,12,53000,Dealer,Petrol,Manual,16.1,1298,88.2,5,225000
19433,Honda,4,10000,Individual,Petrol,Automatic,18,1497,117.3,5,1000000
19434,Maruti,6,50000,Individual,CNG,Manual,26.6,998,58.16,5,450000
19435,Honda,7,220000,Dealer,Diesel,Manual,26,1498,98.6,5,550000
19436,Hyundai,10,39000,Individual,Petrol,Manual,20.36,1197,78.9,5,240000
19437,Renault,3,30000,Dealer,Petrol,Manual,23.01,999,67,5,410000
19438,Renault,5,28000,Dealer,Petrol,Manual,25.17,799,53.3,5,285000
19439,BMW,25,50000,Individual,Petrol,Automatic,11.9,1995,154,5,1000000
19440,Honda,7,110000,Individual,Diesel,Manual,26,1498,98.6,5,490000
19441,Maruti,8,64000,Dealer,CNG,Manual,26.2,998,58.2,5,255000
19442,Maruti,9,70000,Individual,Petrol,Manual,18.9,998,67.1,5,220000
19443,Land Rover,5,114000,Dealer,Diesel,Automatic,12.51,2179,187.7,7,2900000
19445,Maruti,5,10000,Dealer,Petrol,Manual,22,1197,81.8,5,465000
19446,Hyundai,12,100000,Individual,Petrol,Manual,19.81,1086,68.05,5,210000
